initial_speed,final_speed,difference,body_style,source,vehicle_type,init_speed,final_speed_2,speed_change,location,weather,recorder,flashing,car_number,initial_read,final_read,difference_in_readings,date_recorded,time_recorded,type_of_car,commercial_yes_no,state_registered,weather_2,location_2,name,x14,primary_key,student,date,mph,brand,vehicle_style,hr_min,if_they_slow_down_yes_no,number,time_of_the_day,speed,date_2,plate_state,color,type_of_car_2,collector_name,time,speed_mph,observer
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,86,31,31,0,NA,09:10:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,87,27,27,0,NA,09:10:00,4,N,IA,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,88,37,23,14,NA,09:10:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,89,33,31,2,NA,09:10:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,90,31,32,-1,NA,09:10:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,91,32,21,11,NA,09:10:00,5,Y,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,92,39,39,0,NA,09:10:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,93,35,36,-1,NA,09:10:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,94,28,27,1,NA,09:10:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,95,35,34,1,NA,09:15:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,96,39,38,1,NA,09:15:00,4,N,N/A,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,97,33,34,-1,NA,09:15:00,2,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,98,29,29,0,NA,09:15:00,8,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,99,29,28,1,NA,09:15:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,100,30,31,-1,NA,09:15:00,4,Y,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,101,29,28,1,NA,09:15:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,102,36,35,1,NA,09:15:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,103,35,35,0,NA,09:15:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,104,36,35,1,NA,09:20:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,105,35,32,3,NA,09:20:00,2,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,106,36,36,0,NA,09:20:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,107,33,32,1,NA,09:20:00,6,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,108,35,33,2,NA,09:20:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,109,35,36,-1,NA,09:20:00,10,Y,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,110,34,34,0,NA,09:20:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,111,32,32,0,NA,09:25:00,6,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,112,32,31,1,NA,09:25:00,10,Y,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,113,26,28,-2,NA,09:25:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,114,32,33,-1,NA,09:25:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,115,30,31,-1,NA,09:25:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,116,34,34,0,NA,09:25:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,117,36,30,6,NA,09:25:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,118,29,29,0,NA,09:25:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,119,30,30,0,NA,09:30:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,120,33,33,0,NA,09:30:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,121,30,29,1,NA,09:30:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,122,33,27,6,NA,09:30:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,123,30,30,0,NA,09:30:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,124,29,28,1,NA,09:30:00,2,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,125,28,27,1,NA,09:30:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,126,33,33,0,NA,09:30:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,127,37,38,-1,NA,09:30:00,2,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,128,35,36,-1,NA,09:30:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,129,38,37,1,NA,09:30:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,130,41,36,5,NA,09:30:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,131,34,29,5,NA,09:30:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,132,30,30,0,NA,09:30:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,133,30,30,0,NA,09:30:00,5,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,134,39,39,0,NA,09:30:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,135,28,28,0,NA,09:30:00,5,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,136,37,34,3,NA,09:35:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,137,30,30,0,NA,09:35:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,138,30,31,-1,NA,09:35:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,139,37,38,-1,NA,09:35:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,140,36,28,8,NA,09:35:00,3,N,IA,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,141,33,32,1,NA,09:35:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,142,35,32,3,NA,09:35:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,143,32,32,0,NA,09:35:00,3,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,144,29,30,-1,NA,09:35:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,145,30,31,-1,NA,09:35:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,146,36,34,2,NA,09:40:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,147,32,32,0,NA,09:40:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,148,32,32,0,NA,09:40:00,10,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,149,33,34,-1,NA,09:40:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,150,40,39,1,NA,09:40:00,4,N,IL,SUNNY,Thorson-Lucken Field,Sasha Botsul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,151,30,31,-1,NA,17:50:00,9,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,152,31,31,0,NA,17:50:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,153,31,33,-2,NA,17:50:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,154,33,35,-2,NA,17:50:00,9,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,155,27,28,-1,NA,17:50:00,10,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,156,24,26,-2,NA,17:50:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,157,26,26,0,NA,17:50:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,158,26,23,3,NA,17:50:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,159,26,27,-1,NA,17:50:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,160,28,29,-1,NA,17:55:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,161,29,30,-1,NA,17:55:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,162,29,32,-3,NA,17:55:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,163,28,30,-2,NA,17:55:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,164,25,27,-2,NA,17:55:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,165,30,31,-1,NA,17:55:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,166,31,33,-2,NA,17:55:00,10,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,167,33,33,0,NA,17:55:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,168,37,35,2,NA,17:55:00,8,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,169,28,30,-2,NA,17:55:00,1,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,170,30,33,-3,NA,17:55:00,1,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,171,37,37,0,NA,17:55:00,10,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,172,36,36,0,NA,17:55:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,173,28,30,-2,NA,18:00:00,2,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,174,35,35,0,NA,18:00:00,4,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,data3.csv,NA,NA,NA,NA,NA,NA,NA,NA,175,29,29,0,NA,18:00:00,3,N,IL,SUNNY,Thorson-Lucken Field,Logan Farley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
